full_name,text,label,confidence,reason,label_id
Checkmk/checkmk,"Repository named 'checkmk' in Python with high popularity (2273 stars, 536 forks). Maintained by a large community of 276 contributors, 103214 total commits (374.0 per contributor). 0 releases, 38 open issues. It has CI/CD workflows, has a README of 5127 characters, 1 topics, and is licensed. The project is 7.3 years old and currently active (last push 0 days ago).",lead,0.9,"Large, mature, multi-contributor repository with high popularity, sustained activity, and good engineering practices.",3
datasets/finance-vix,"Repository named 'finance-vix' in Python with low popularity (96 stars, 37 forks). Maintained by a team of 7 contributors, 685 total commits (97.9 per contributor). 0 releases, 0 open issues. It has CI/CD workflows, has a README of 2830 characters, no topics, and is no license. The project is 11.9 years old and currently active (last push 0 days ago).",senior,0.8,"CI/CD workflows, multiple contributors, sustained activity, and a comprehensive README indicate a mature project, but lack of releases and no license are concerning.",2
Lolotun/bicycle-stabilization,"Repository named 'bicycle-stabilization' in Python with almost no popularity (0 stars, 0 forks). Maintained by a single contributor, 3 total commits (3.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 4120 characters, no topics, and is no license. The project is 0.0 years old and currently active (last push 0 days ago).",intern,0.8,"Minimal structure, no CI/CD, tiny README, single author, very few commits, and lack of license.",0
yusufalitangoz/nuxt-4-shadcn-boilerplate,"Repository named 'nuxt-4-shadcn-boilerplate' in Vue with low popularity (24 stars, 4 forks). Maintained by a small team of 2 contributors, 377 total commits (188.5 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 4861 characters, 8 topics, and is licensed. The project is 1.9 years old and currently active (last push 10 days ago).",template,0.8,"Boilerplate name, low popularity, and a large README suggest a reusable template, despite lack of CI/CD and releases.",4
PostHog/posthog,"Repository named 'posthog' in Python with very high popularity (34761 stars, 2792 forks). Maintained by a large community of 400 contributors, 43700 total commits (109.2 per contributor). 232 releases, 4064 open issues. It has CI/CD workflows, has a README of 10691 characters, 15 topics, and is licensed. The project is 6.3 years old and currently active (last push 0 days ago).",lead,0.95,"High popularity, large community, sustained activity, good documentation, and robust CI/CD workflows.",3
marimo-team/marimo-pixi-starter-template,"Repository named 'marimo-pixi-starter-template' in Python with low popularity (18 stars, 2 forks). Maintained by a team of 6 contributors, 39 total commits (6.5 per contributor). 0 releases, 2 open issues. It has CI/CD workflows, has a README of 1351 characters, no topics, and is licensed. The project is 1.3 years old and currently active (last push 0 days ago).",template,0.8,"High number of contributors, presence of CI/CD, and a README suggest a reusable template, despite low popularity.",4
langchain-ai/deepagents,"Repository named 'deepagents' in Python with very high popularity (23533 stars, 3323 forks). Maintained by a large community of 120 contributors, 2004 total commits (16.7 per contributor). 152 releases, 180 open issues. It has CI/CD workflows, has a README of 6787 characters, 6 topics, and is licensed. The project is 0.8 years old and currently active (last push 0 days ago).",lead,0.95,"High popularity, large community, sustained activity, good documentation, and robust CI/CD workflows.",3
AgainQ/tanstack-starter-template,"Repository named 'tanstack-starter-template' in TypeScript with almost no popularity (0 stars, 0 forks). Maintained by a single contributor, 17 total commits (17.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has no README, no topics, and is no license. The project is 0.0 years old and currently active (last push 0 days ago).",template,0.9,"Repository name suggests a template, and it lacks features typical of a production-ready project.",4
zatosource/zato,"Repository named 'zato' in Python with high popularity (1009 stars, 252 forks). Maintained by a team of 25 contributors, 18363 total commits (734.5 per contributor). 0 releases, 0 open issues. It has CI/CD workflows, has a README of 1807 characters, 20 topics, and is licensed. The project is 14.9 years old and currently active (last push 0 days ago).",lead,0.9,"High popularity, large team, sustained activity, good CI/CD, and comprehensive documentation.",3
Tony133/fastify-api-boilerplate-jwt,"Repository named 'fastify-api-boilerplate-jwt' in TypeScript with moderate popularity (589 stars, 83 forks). Maintained by a small team of 5 contributors, 1180 total commits (236.0 per contributor). 0 releases, 2 open issues. It has CI/CD workflows, has a README of 1100 characters, 16 topics, and is licensed. The project is 6.7 years old and currently active (last push 0 days ago).",senior,0.8,"CI/CD workflows, multiple contributors, sustained activity, good documentation, and moderate popularity.",2
blade-build/blade-build,"Repository named 'blade-build' in Python with high popularity (2098 stars, 491 forks). Maintained by a team of 35 contributors, 1417 total commits (40.5 per contributor). 9 releases, 138 open issues. It has CI/CD workflows, has a README of 9660 characters, 10 topics, and is licensed. The project is 13.8 years old and currently active (last push 0 days ago).",lead,0.95,"High popularity, large team, sustained activity, good documentation, and established CI/CD practices.",3
realriplab/astro-blog-starter-template,"Repository named 'astro-blog-starter-template' in Astro with almost no popularity (0 stars, 0 forks). Maintained by a single contributor, 1 total commits (1.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 3162 characters, no topics, and is no license. The project is 0.0 years old and currently active (last push 0 days ago).",template,0.8,"The repository is named 'astro-blog-starter-template', has a large README, and is maintained by a single contributor, suggesting it's a template or starter project.",4
OpenHands/OpenHands,"Repository named 'OpenHands' in Python with very high popularity (75311 stars, 9549 forks). Maintained by a large community of 462 contributors, 6801 total commits (14.7 per contributor). 102 releases, 364 open issues. It has CI/CD workflows, has a README of 8358 characters, 9 topics, and is licensed. The project is 2.2 years old and currently active (last push 0 days ago).",lead,0.95,"High popularity, large community, sustained activity, good documentation, and robust CI/CD workflows.",3
pedromf3/BD_project,"Repository named 'BD_project' in Python with almost no popularity (0 stars, 0 forks). Maintained by a small team of 2 contributors, 61 total commits (30.5 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 356 characters, no topics, and is no license. The project is 0.1 years old and currently active (last push 0 days ago).",junior,0.7,"Limited practices, little/no CI/tests, modest docs, and small team, but sustained activity and recent commits.",1
lkurzyniec/netcore-boilerplate,"Repository named 'netcore-boilerplate' in C# with moderate popularity (551 stars, 109 forks). Maintained by a team of 8 contributors, 793 total commits (99.1 per contributor). 26 releases, 1 open issues. It has CI/CD workflows, has a README of 20162 characters, 4 topics, and is licensed. The project is 6.6 years old and currently active (last push 6 days ago).",lead,0.9,"large, mature, multi-contributor, many releases, broad community, and sustained activity",3
langchain-ai/langgraph,"Repository named 'langgraph' in Python with very high popularity (33328 stars, 5622 forks). Maintained by a large community of 275 contributors, 6904 total commits (25.1 per contributor). 540 releases, 548 open issues. It has CI/CD workflows, has a README of 6351 characters, 18 topics, and is licensed. The project is 2.8 years old and currently active (last push 0 days ago).",lead,0.95,"High popularity, large community, sustained activity, good documentation, and robust CI/CD workflows.",3
